Country,Date,Device Category,Key Actions,Page Path,Source,Avg Session Duration,Bounce Rate,Conversions,New Users,Page Views,Returning Users,Unique Page Views
Canada,9/3/2021 12:13:58 AM,Mobile,Contact Form,/products,Organic Search,121,47,8,318,1478,457,191
Canada,8/15/2020 6:08:49 AM,Mobile,Download,/products,Organic Search,175,21,24,850,1710,81,1211
Canada,3/30/2022 8:06:47 AM,Mobile,Download,/products,Organic Search,87,59,14,299,1228,211,1001
Canada,1/9/2023 5:32:02 PM,Mobile,Purchase,/products,Organic Search,64,31,15,183,136,337,310
Canada,1/6/2022 9:30:47 PM,Mobile,Purchase,/products,Organic Search,80,56,8,129,1318,248,1303
Canada,9/30/2022 8:15:48 AM,Mobile,Sign Up,/products,Organic Search,133,32,47,723,572,443,769
Canada,4/22/2023 9:57:21 PM,Mobile,Sign Up,/products,Organic Search,153,40,44,194,1838,23,95
Canada,5/29/2020 1:21:35 AM,Mobile,Sign Up,/products,Organic Search,83,47,40,229,201,344,77
Canada,6/6/2023 7:16:11 PM,Mobile,Subscribe,/products,Organic Search,134,31,28,530,1638,427,1456
Canada,5/31/2023 11:52:18 AM,Mobile,Subscribe,/products,Organic Search,54,34,0,546,1346,40,1116
Canada,10/3/2022 6:58:19 PM,Mobile,Subscribe,/products,Organic Search,57,48,36,614,1620,424,1489
India,5/6/2023 3:49:28 AM,Mobile,Contact Form,/products,Organic Search,162,61,38,404,877,204,740
India,3/22/2022 9:01:33 AM,Mobile,Contact Form,/products,Organic Search,42,66,1,628,915,52,676
India,11/28/2021 8:04:04 PM,Mobile,Download,/products,Organic Search,142,34,20,159,1837,334,1385
India,3/11/2022 3:02:26 PM,Mobile,Download,/products,Organic Search,147,43,27,593,559,300,1198
India,11/25/2021 12:42:13 PM,Mobile,Purchase,/products,Organic Search,46,59,8,247,500,209,288
India,7/17/2021 4:00:41 AM,Mobile,Purchase,/products,Organic Search,56,64,5,223,1031,14,580
India,9/14/2023 7:06:10 AM,Mobile,Sign Up,/products,Organic Search,156,31,47,30,1714,221,533
India,1/28/2020 1:09:26 PM,Mobile,Sign Up,/products,Organic Search,135,43,16,582,1239,206,710
India,10/20/2023 1:48:01 PM,Mobile,Sign Up,/products,Organic Search,45,63,38,162,879,190,993
India,9/4/2020 5:18:49 AM,Mobile,Subscribe,/products,Organic Search,123,28,26,82,1945,10,336
UK,8/2/2022 5:23:20 PM,Mobile,Contact Form,/products,Organic Search,166,53,17,330,958,431,1271
UK,5/9/2023 1:31:47 AM,Mobile,Download,/products,Organic Search,52,45,3,440,932,165,1271
UK,6/27/2023 10:30:14 AM,Mobile,Download,/products,Organic Search,51,58,14,416,947,129,1426
UK,11/12/2020 6:38:36 AM,Mobile,Purchase,/products,Organic Search,153,21,49,646,1406,188,1364
UK,4/24/2020 10:07:07 AM,Mobile,Purchase,/products,Organic Search,178,29,9,288,1417,101,293
UK,6/4/2021 5:05:07 PM,Mobile,Purchase,/products,Organic Search,174,30,48,89,712,351,644
UK,10/4/2022 2:39:04 PM,Mobile,Purchase,/products,Organic Search,142,44,38,140,741,172,744
UK,5/13/2023 10:14:59 AM,Mobile,Purchase,/products,Organic Search,153,56,48,887,600,262,964
UK,10/3/2022 10:12:29 AM,Mobile,Sign Up,/products,Organic Search,157,29,5,283,1560,230,1289
UK,3/30/2020 5:29:39 PM,Mobile,Sign Up,/products,Organic Search,79,58,17,269,1944,421,846
UK,11/21/2020 8:54:15 PM,Mobile,Subscribe,/products,Organic Search,81,25,13,701,1422,495,593
UK,12/22/2020 12:13:26 AM,Mobile,Subscribe,/products,Organic Search,48,26,7,644,841,478,1230
UK,12/10/2020 10:19:57 PM,Mobile,Subscribe,/products,Organic Search,142,36,49,970,276,353,387
USA,4/23/2022 4:05:20 PM,Mobile,Contact Form,/products,Organic Search,157,39,30,196,481,352,198
USA,5/19/2023 5:48:30 AM,Mobile,Contact Form,/products,Organic Search,99,40,14,379,1952,124,66
USA,2/8/2021 3:43:06 PM,Mobile,Contact Form,/products,Organic Search,171,55,40,109,675,23,442
USA,12/26/2022 4:00:15 AM,Mobile,Download,/products,Organic Search,110,36,43,351,1086,124,668
USA,7/31/2020 9:53:40 PM,Mobile,Download,/products,Organic Search,63,55,36,418,592,309,1231
USA,4/26/2021 5:27:20 AM,Mobile,Purchase,/products,Organic Search,89,35,25,249,1572,145,785
USA,6/19/2023 11:30:34 AM,Mobile,Purchase,/products,Organic Search,101,64,8,371,1000,267,1009
USA,6/2/2023 1:17:42 AM,Mobile,Purchase,/products,Organic Search,72,66,11,505,1285,399,856
USA,3/23/2021 9:36:54 PM,Mobile,Sign Up,/products,Organic Search,149,44,0,144,122,35,683
USA,3/28/2021 9:15:26 PM,Mobile,Subscribe,/products,Organic Search,46,33,32,899,818,456,209
USA,7/27/2023 9:03:36 AM,Mobile,Subscribe,/products,Organic Search,44,39,16,897,1362,278,918
Australia,9/18/2020 5:44:41 PM,Mobile,Contact Form,/about,Paid Search,164,30,5,567,1298,34,804
Australia,1/27/2021 3:21:36 PM,Mobile,Contact Form,/about,Paid Search,85,40,25,11,260,225,634
Australia,9/26/2023 12:58:26 AM,Mobile,Contact Form,/about,Paid Search,86,50,24,505,1569,327,1366
Australia,2/16/2020 8:38:33 AM,Mobile,Download,/about,Paid Search,68,54,42,910,141,369,945
Australia,9/10/2022 11:09:09 AM,Mobile,Sign Up,/about,Paid Search,176,30,29,619,802,359,1084
Australia,4/2/2021 11:04:08 AM,Mobile,Sign Up,/about,Paid Search,128,48,13,452,474,139,1167
Australia,3/1/2023 3:51:04 PM,Mobile,Subscribe,/about,Paid Search,175,21,26,180,1089,11,1003
Australia,6/6/2023 12:13:53 AM,Mobile,Subscribe,/about,Paid Search,102,35,6,764,115,107,1238
Australia,2/1/2021 3:11:42 AM,Mobile,Subscribe,/about,Paid Search,123,38,40,624,512,479,953
Australia,4/3/2023 7:04:31 AM,Mobile,Subscribe,/about,Paid Search,100,45,29,594,1347,249,1067
Australia,9/16/2020 11:59:13 AM,Mobile,Subscribe,/about,Paid Search,42,66,44,496,365,29,725
Canada,7/9/2020 2:42:11 AM,Mobile,Contact Form,/about,Paid Search,32,41,25,39,776,135,1361
Canada,8/9/2020 10:16:01 AM,Mobile,Contact Form,/about,Paid Search,45,68,25,430,391,473,1216
Canada,5/31/2021 1:43:58 PM,Mobile,Download,/about,Paid Search,155,20,22,856,1753,161,1430
Canada,10/29/2020 2:46:46 PM,Mobile,Download,/about,Paid Search,64,63,28,106,816,93,270
Canada,2/11/2021 11:14:55 AM,Mobile,Download,/about,Paid Search,133,65,32,398,1244,141,590
Canada,3/23/2021 7:35:32 AM,Mobile,Purchase,/about,Paid Search,46,32,1,499,1099,174,1104
Canada,3/8/2023 11:23:57 AM,Mobile,Purchase,/about,Paid Search,179,35,13,639,1654,498,1042
Canada,2/2/2023 9:13:26 AM,Mobile,Purchase,/about,Paid Search,60,39,12,736,1679,483,1231
Canada,4/9/2022 4:29:50 AM,Mobile,Purchase,/about,Paid Search,166,45,45,110,765,36,1373
Canada,8/31/2020 5:40:28 PM,Mobile,Sign Up,/about,Paid Search,37,38,30,89,1394,454,337
Canada,3/9/2023 9:34:27 AM,Mobile,Sign Up,/about,Paid Search,56,40,45,500,317,375,383
Canada,5/28/2023 11:36:58 AM,Mobile,Subscribe,/about,Paid Search,133,39,33,129,614,272,1329
Canada,4/3/2020 6:45:03 PM,Mobile,Subscribe,/about,Paid Search,44,65,33,345,1043,173,146
India,1/26/2020 11:04:12 AM,Mobile,Contact Form,/about,Paid Search,47,56,9,691,905,114,708
India,5/25/2021 7:48:21 AM,Mobile,Download,/about,Paid Search,175,24,5,173,745,423,494
India,3/26/2020 5:37:03 PM,Mobile,Download,/about,Paid Search,55,38,26,932,1494,272,1308
India,5/19/2023 2:41:58 AM,Mobile,Purchase,/about,Paid Search,177,28,49,445,1581,49,1397
India,11/26/2020 3:19:53 AM,Mobile,Purchase,/about,Paid Search,108,38,6,207,1689,211,590
India,3/2/2023 4:22:20 AM,Mobile,Sign Up,/about,Paid Search,96,23,9,183,343,59,309
India,4/28/2023 12:52:02 PM,Mobile,Subscribe,/about,Paid Search,131,35,32,285,806,25,363
India,6/6/2021 5:17:55 AM,Mobile,Subscribe,/about,Paid Search,57,44,28,485,960,480,601
UK,7/22/2020 7:40:11 PM,Mobile,Contact Form,/about,Paid Search,72,41,17,200,1162,374,168
UK,1/5/2023 7:40:54 AM,Mobile,Contact Form,/about,Paid Search,52,42,24,269,117,397,258
UK,1/17/2020 10:01:00 AM,Mobile,Download,/about,Paid Search,131,67,10,682,331,493,1024
UK,8/18/2020 6:48:39 AM,Mobile,Purchase,/about,Paid Search,38,45,41,987,1495,137,367
UK,2/2/2022 5:51:45 AM,Mobile,Purchase,/about,Paid Search,60,51,8,539,1894,378,487
UK,8/30/2023 7:51:00 AM,Mobile,Purchase,/about,Paid Search,162,56,11,636,527,467,1132
UK,9/9/2023 5:28:09 AM,Mobile,Purchase,/about,Paid Search,38,62,19,728,666,104,684
UK,4/4/2020 10:53:57 PM,Mobile,Sign Up,/about,Paid Search,79,21,0,981,1498,433,603
UK,7/24/2021 9:37:43 AM,Mobile,Sign Up,/about,Paid Search,137,29,46,975,807,472,847
UK,12/23/2019 6:26:05 PM,Mobile,Sign Up,/about,Paid Search,144,34,49,148,406,445,1450
UK,12/16/2020 10:24:00 AM,Mobile,Sign Up,/about,Paid Search,167,66,48,205,946,291,480
UK,7/13/2021 7:09:13 AM,Mobile,Subscribe,/about,Paid Search,56,23,35,862,1446,67,298
UK,2/18/2022 3:56:02 AM,Mobile,Subscribe,/about,Paid Search,51,42,49,532,131,215,1168
UK,2/14/2023 3:39:53 PM,Mobile,Subscribe,/about,Paid Search,99,44,20,957,553,137,1449
UK,6/4/2023 3:40:02 AM,Mobile,Subscribe,/about,Paid Search,106,48,18,396,977,260,1041
UK,10/1/2020 10:52:19 PM,Mobile,Subscribe,/about,Paid Search,168,63,28,315,615,155,1061
UK,3/16/2023 1:56:28 PM,Mobile,Subscribe,/about,Paid Search,62,66,49,616,1547,444,976
USA,6/7/2021 10:03:16 AM,Mobile,Contact Form,/about,Paid Search,98,49,8,624,1900,135,770
USA,8/2/2021 10:12:56 AM,Mobile,Contact Form,/about,Paid Search,63,54,24,127,1445,468,680
USA,12/9/2022 8:46:54 AM,Mobile,Contact Form,/about,Paid Search,155,58,1,772,216,263,1002
USA,12/28/2019 5:56:08 AM,Mobile,Contact Form,/about,Paid Search,59,63,16,667,1648,235,456
USA,6/13/2023 10:14:19 PM,Mobile,Download,/about,Paid Search,172,22,47,791,904,34,1038
USA,12/14/2020 9:03:54 AM,Mobile,Purchase,/about,Paid Search,43,23,0,922,482,351,1390
USA,10/14/2023 3:30:53 PM,Mobile,Purchase,/about,Paid Search,121,24,41,21,1151,198,983
USA,2/16/2020 3:35:10 PM,Mobile,Purchase,/about,Paid Search,100,27,3,622,825,13,1063
USA,10/1/2022 5:56:04 PM,Mobile,Purchase,/about,Paid Search,107,39,26,987,1722,278,1193
USA,6/20/2020 11:42:15 PM,Mobile,Sign Up,/about,Paid Search,46,21,11,102,1724,230,1180
USA,11/9/2022 12:19:39 PM,Mobile,Sign Up,/about,Paid Search,163,24,8,66,1276,164,1344
USA,3/20/2022 10:10:56 AM,Mobile,Sign Up,/about,Paid Search,143,44,23,629,1887,44,1454
USA,4/29/2020 12:16:19 AM,Mobile,Subscribe,/about,Paid Search,114,22,14,920,1122,63,984
USA,2/7/2020 2:07:01 PM,Mobile,Subscribe,/about,Paid Search,145,28,37,855,146,412,1371
USA,12/22/2022 9:12:12 AM,Mobile,Subscribe,/about,Paid Search,135,29,17,943,1955,278,856
Australia,8/14/2020 2:04:53 PM,Mobile,Contact Form,/blog,Paid Search,161,43,46,248,1042,89,1125
Australia,6/2/2021 2:03:48 PM,Mobile,Download,/blog,Paid Search,142,34,7,556,1626,32,993
Australia,11/26/2020 5:49:03 PM,Mobile,Download,/blog,Paid Search,126,60,41,779,1755,154,169
Australia,3/4/2022 10:19:42 PM,Mobile,Purchase,/blog,Paid Search,88,22,33,13,928,322,538
Australia,10/24/2021 10:25:45 PM,Mobile,Purchase,/blog,Paid Search,30,44,0,783,1717,56,628
Australia,11/17/2021 11:08:08 AM,Mobile,Sign Up,/blog,Paid Search,103,25,41,108,1975,194,1225
Australia,10/11/2021 11:17:53 AM,Mobile,Subscribe,/blog,Paid Search,92,29,35,857,309,234,263
Australia,10/6/2022 10:10:47 AM,Mobile,Subscribe,/blog,Paid Search,100,47,9,349,1236,381,1364
Australia,5/13/2022 7:26:02 AM,Mobile,Subscribe,/blog,Paid Search,39,57,31,530,356,224,1305
Australia,8/8/2020 12:28:56 PM,Mobile,Subscribe,/blog,Paid Search,134,59,29,271,156,324,1284
Australia,8/9/2022 2:59:55 PM,Mobile,Subscribe,/blog,Paid Search,173,67,22,138,1451,47,316
Canada,9/14/2021 2:18:34 AM,Mobile,Contact Form,/blog,Paid Search,34,20,38,615,1773,180,1208
Canada,4/10/2022 7:33:28 PM,Mobile,Contact Form,/blog,Paid Search,72,42,38,521,1740,220,797
Canada,11/27/2020 10:07:38 AM,Mobile,Contact Form,/blog,Paid Search,114,47,13,256,580,465,952
Canada,7/30/2021 7:47:03 AM,Mobile,Contact Form,/blog,Paid Search,157,69,43,679,169,355,123
Canada,7/17/2022 6:22:41 PM,Mobile,Download,/blog,Paid Search,127,40,26,402,588,110,1276
Canada,2/19/2023 11:44:57 PM,Mobile,Download,/blog,Paid Search,37,66,33,669,1886,356,1472
Canada,2/19/2020 10:20:19 AM,Mobile,Purchase,/blog,Paid Search,66,42,29,493,1489,238,1490
Canada,10/14/2020 9:49:09 PM,Mobile,Sign Up,/blog,Paid Search,177,26,6,703,1939,161,1149
Canada,3/13/2020 7:20:18 PM,Mobile,Sign Up,/blog,Paid Search,79,27,0,911,1679,447,1496
Canada,12/20/2020 8:52:17 PM,Mobile,Subscribe,/blog,Paid Search,156,36,26,554,1330,233,51
Canada,6/27/2020 3:25:22 PM,Mobile,Subscribe,/blog,Paid Search,77,43,42,626,554,489,854
Canada,7/26/2020 11:40:14 AM,Mobile,Subscribe,/blog,Paid Search,104,45,16,563,1733,389,63
India,7/3/2021 12:13:52 PM,Mobile,Contact Form,/blog,Paid Search,164,59,28,568,310,247,468
India,12/15/2019 7:01:00 AM,Mobile,Download,/blog,Paid Search,79,53,32,579,709,426,357
India,4/18/2023 7:52:30 AM,Mobile,Purchase,/blog,Paid Search,88,26,41,155,1484,147,640
India,1/6/2021 1:44:46 AM,Mobile,Purchase,/blog,Paid Search,149,35,36,437,1508,407,849
India,4/21/2021 9:51:28 AM,Mobile,Sign Up,/blog,Paid Search,107,23,4,452,1852,248,808
India,7/27/2022 8:30:10 PM,Mobile,Sign Up,/blog,Paid Search,168,26,1,594,1967,195,1323
India,8/8/2022 2:24:20 PM,Mobile,Sign Up,/blog,Paid Search,92,32,23,404,1786,477,957
India,4/12/2023 7:22:17 AM,Mobile,Sign Up,/blog,Paid Search,158,37,30,858,427,386,1098
India,3/17/2023 6:20:28 AM,Mobile,Sign Up,/blog,Paid Search,115,44,49,696,1583,429,110
India,1/31/2020 11:02:18 PM,Mobile,Sign Up,/blog,Paid Search,123,57,21,391,946,107,936
India,2/12/2021 5:05:50 AM,Mobile,Subscribe,/blog,Paid Search,160,21,10,339,1484,388,1240
India,4/29/2023 6:55:16 AM,Mobile,Subscribe,/blog,Paid Search,163,41,36,731,1474,313,1285
UK,3/27/2022 3:22:38 PM,Mobile,Purchase,/blog,Paid Search,108,31,45,165,1511,295,1013
UK,6/3/2021 10:50:27 PM,Mobile,Purchase,/blog,Paid Search,33,32,42,588,365,281,511
UK,10/6/2020 11:57:06 PM,Mobile,Purchase,/blog,Paid Search,50,66,27,190,1619,234,144
UK,4/8/2020 2:30:23 PM,Mobile,Sign Up,/blog,Paid Search,168,35,12,321,920,214,1026
UK,5/16/2023 4:26:13 AM,Mobile,Sign Up,/blog,Paid Search,157,52,25,945,1751,433,934
UK,6/14/2022 12:31:17 AM,Mobile,Subscribe,/blog,Paid Search,177,69,4,801,1643,134,1139
USA,5/20/2021 8:53:46 PM,Mobile,Contact Form,/blog,Paid Search,141,51,14,87,333,165,292
USA,3/30/2021 2:04:05 PM,Mobile,Contact Form,/blog,Paid Search,161,57,24,415,283,447,1115
USA,5/26/2022 11:14:36 PM,Mobile,Contact Form,/blog,Paid Search,163,65,18,340,1718,251,1269
USA,11/24/2020 4:33:56 PM,Mobile,Download,/blog,Paid Search,106,37,20,786,1702,263,757
USA,4/24/2023 10:10:19 AM,Mobile,Download,/blog,Paid Search,169,51,10,681,355,215,1224
USA,3/22/2020 12:35:37 AM,Mobile,Download,/blog,Paid Search,36,61,43,398,1240,49,501
USA,9/16/2023 12:49:21 AM,Mobile,Purchase,/blog,Paid Search,126,28,18,606,230,228,1004
USA,11/12/2022 6:12:35 AM,Mobile,Purchase,/blog,Paid Search,47,41,43,393,231,298,945
USA,8/9/2021 7:25:18 PM,Mobile,Purchase,/blog,Paid Search,100,65,34,55,233,241,983
USA,8/30/2020 9:55:50 PM,Mobile,Sign Up,/blog,Paid Search,125,47,3,907,1821,225,951
USA,10/11/2021 4:40:46 AM,Mobile,Subscribe,/blog,Paid Search,90,53,13,90,1813,212,1330
USA,6/20/2021 10:27:26 AM,Mobile,Subscribe,/blog,Paid Search,148,54,40,890,1489,313,1421
Australia,10/9/2021 10:16:21 PM,Mobile,Contact Form,/contact,Paid Search,106,22,42,885,1941,40,1009
Australia,11/4/2021 2:53:07 AM,Mobile,Contact Form,/contact,Paid Search,71,28,38,257,1330,393,696
Australia,9/19/2022 10:28:23 AM,Mobile,Contact Form,/contact,Paid Search,46,40,30,904,1497,25,755
Australia,3/15/2022 2:51:41 PM,Mobile,Contact Form,/contact,Paid Search,145,42,23,63,157,129,291
Australia,3/21/2020 1:46:36 PM,Mobile,Download,/contact,Paid Search,91,67,39,768,1096,26,1497
Australia,1/14/2021 9:19:14 AM,Mobile,Purchase,/contact,Paid Search,93,49,34,784,1215,182,297
Australia,1/3/2023 2:23:16 PM,Mobile,Sign Up,/contact,Paid Search,131,47,11,497,700,296,1420
Australia,2/11/2022 7:23:54 AM,Mobile,Sign Up,/contact,Paid Search,168,61,6,206,1390,377,656
Australia,9/1/2023 8:24:13 AM,Mobile,Subscribe,/contact,Paid Search,71,40,9,688,1054,443,240
Canada,4/30/2022 3:44:18 PM,Mobile,Contact Form,/contact,Paid Search,31,47,10,918,701,232,943
Canada,8/27/2022 4:35:33 PM,Mobile,Contact Form,/contact,Paid Search,143,50,4,304,410,103,1342
Canada,3/1/2022 4:00:18 AM,Mobile,Contact Form,/contact,Paid Search,167,69,16,265,1347,423,1119
Canada,3/13/2020 8:01:27 AM,Mobile,Purchase,/contact,Paid Search,68,69,1,583,249,77,1095
Canada,10/24/2021 7:21:31 AM,Mobile,Purchase,/contact,Paid Search,169,69,35,252,1871,284,1277
Canada,9/7/2020 12:18:13 PM,Mobile,Sign Up,/contact,Paid Search,173,25,9,836,1166,304,1449
Canada,7/27/2021 7:40:13 AM,Mobile,Subscribe,/contact,Paid Search,109,31,38,182,1818,84,437
India,5/12/2021 9:07:01 AM,Mobile,Contact Form,/contact,Paid Search,117,56,21,460,1025,123,615
India,6/20/2021 10:52:08 PM,Mobile,Contact Form,/contact,Paid Search,99,58,18,926,1902,477,1345
India,7/31/2021 5:58:10 PM,Mobile,Contact Form,/contact,Paid Search,40,59,24,909,721,59,452
India,8/2/2022 6:51:50 PM,Mobile,Contact Form,/contact,Paid Search,92,65,24,502,1823,82,1476
India,2/21/2020 9:24:19 AM,Mobile,Download,/contact,Paid Search,166,24,7,777,1588,18,119
India,11/14/2020 2:56:20 AM,Mobile,Purchase,/contact,Paid Search,58,27,6,706,980,51,294
India,8/30/2020 7:37:28 PM,Mobile,Purchase,/contact,Paid Search,104,34,39,943,1832,38,100
India,3/29/2023 4:20:22 AM,Mobile,Purchase,/contact,Paid Search,58,57,44,365,883,320,1427
India,9/15/2020 1:08:58 AM,Mobile,Purchase,/contact,Paid Search,64,65,8,483,1037,263,198
India,12/16/2019 10:16:49 PM,Mobile,Sign Up,/contact,Paid Search,72,49,6,195,411,36,1000
India,7/17/2021 11:18:59 PM,Mobile,Subscribe,/contact,Paid Search,131,28,30,878,776,435,254
UK,3/15/2022 12:48:50 AM,Mobile,Contact Form,/contact,Paid Search,36,21,39,893,678,374,150
UK,4/17/2020 4:55:03 PM,Mobile,Contact Form,/contact,Paid Search,40,31,36,312,497,215,1481
UK,8/30/2020 6:49:27 AM,Mobile,Contact Form,/contact,Paid Search,31,56,25,64,1551,50,190
UK,1/30/2022 12:51:35 AM,Mobile,Download,/contact,Paid Search,98,26,36,568,1314,134,704
UK,2/16/2023 4:36:50 PM,Mobile,Download,/contact,Paid Search,76,33,21,145,1841,115,766
UK,8/28/2023 4:13:13 PM,Mobile,Purchase,/contact,Paid Search,162,23,4,503,731,67,335
UK,6/20/2023 3:49:38 AM,Mobile,Purchase,/contact,Paid Search,127,24,47,114,1366,413,249
UK,4/20/2023 7:24:43 AM,Mobile,Purchase,/contact,Paid Search,158,36,12,557,677,331,1264
UK,7/30/2021 8:34:00 PM,Mobile,Purchase,/contact,Paid Search,123,36,19,86,213,31,1442
UK,5/11/2022 1:18:29 AM,Mobile,Purchase,/contact,Paid Search,84,69,5,579,489,240,1435
UK,8/16/2022 5:00:45 AM,Mobile,Sign Up,/contact,Paid Search,33,58,13,826,541,132,1401
UK,8/4/2023 1:01:36 AM,Mobile,Subscribe,/contact,Paid Search,145,27,5,923,742,365,959
UK,8/3/2020 8:44:01 AM,Mobile,Subscribe,/contact,Paid Search,128,33,17,917,1276,78,217
UK,1/21/2023 5:25:10 PM,Mobile,Subscribe,/contact,Paid Search,75,52,19,590,588,412,1268
UK,7/30/2023 4:08:14 AM,Mobile,Subscribe,/contact,Paid Search,127,54,28,720,1739,145,815
UK,5/4/2023 12:03:37 AM,Mobile,Subscribe,/contact,Paid Search,73,65,39,685,1908,435,487
USA,6/8/2020 10:50:28 AM,Mobile,Contact Form,/contact,Paid Search,53,43,49,449,140,246,1265
USA,10/31/2022 4:00:17 PM,Mobile,Contact Form,/contact,Paid Search,114,50,33,313,391,298,1271
USA,12/28/2022 7:27:00 AM,Mobile,Contact Form,/contact,Paid Search,87,54,0,351,1767,313,980
USA,3/12/2020 2:26:43 PM,Mobile,Contact Form,/contact,Paid Search,115,60,39,817,332,425,1117
USA,10/30/2020 11:43:01 PM,Mobile,Download,/contact,Paid Search,37,22,28,958,1613,147,449
USA,1/12/2020 2:09:25 PM,Mobile,Download,/contact,Paid Search,171,32,34,742,1843,423,785
USA,6/3/2020 11:17:07 AM,Mobile,Download,/contact,Paid Search,66,49,8,610,1359,172,591
USA,6/24/2020 3:45:02 PM,Mobile,Download,/contact,Paid Search,53,52,18,296,303,399,746
USA,10/16/2023 5:36:15 AM,Mobile,Purchase,/contact,Paid Search,136,34,23,843,104,185,1154
USA,12/22/2019 11:38:01 AM,Mobile,Purchase,/contact,Paid Search,167,43,7,612,1178,46,359
USA,11/27/2021 4:04:06 AM,Mobile,Purchase,/contact,Paid Search,130,49,31,573,417,124,273
USA,5/18/2020 1:12:27 PM,Mobile,Purchase,/contact,Paid Search,34,56,15,937,171,158,1066
USA,1/26/2022 10:28:13 PM,Mobile,Subscribe,/contact,Paid Search,124,24,9,867,257,195,788
USA,6/11/2021 3:34:20 AM,Mobile,Subscribe,/contact,Paid Search,173,48,16,412,1798,167,325
USA,10/3/2023 8:18:53 AM,Mobile,Subscribe,/contact,Paid Search,166,52,23,190,1503,473,952
USA,3/26/2022 7:07:52 PM,Mobile,Subscribe,/contact,Paid Search,165,68,2,633,1214,305,204
USA,4/1/2023 12:28:35 AM,Mobile,Subscribe,/contact,Paid Search,174,69,27,676,486,248,507
Australia,11/21/2022 10:20:45 AM,Mobile,Download,/home,Paid Search,142,27,47,283,1783,181,1439
Australia,6/12/2020 12:14:20 AM,Mobile,Download,/home,Paid Search,130,43,19,477,1033,412,1020
Australia,8/30/2023 6:50:11 AM,Mobile,Download,/home,Paid Search,163,65,34,846,377,77,1364
Australia,7/23/2022 3:52:39 PM,Mobile,Purchase,/home,Paid Search,113,21,11,126,1767,116,370
Australia,1/19/2023 9:41:07 PM,Mobile,Purchase,/home,Paid Search,168,42,36,946,725,304,1383
Australia,9/26/2023 7:06:28 AM,Mobile,Purchase,/home,Paid Search,51,46,39,510,1094,431,347
Australia,8/30/2023 4:51:57 PM,Mobile,Purchase,/home,Paid Search,100,63,47,399,299,24,620
Australia,12/24/2021 7:05:31 AM,Mobile,Sign Up,/home,Paid Search,80,45,26,81,1059,441,1316
Australia,6/26/2022 9:09:08 AM,Mobile,Sign Up,/home,Paid Search,149,49,2,365,609,346,1323
Australia,11/9/2022 3:13:35 AM,Mobile,Subscribe,/home,Paid Search,131,22,4,755,1397,82,498
Australia,2/19/2020 4:11:17 AM,Mobile,Subscribe,/home,Paid Search,172,26,39,689,1103,287,466
Canada,8/11/2020 11:07:22 AM,Mobile,Contact Form,/home,Paid Search,177,27,6,179,1274,112,1315
Canada,7/20/2021 3:04:24 AM,Mobile,Contact Form,/home,Paid Search,81,47,34,606,1087,311,1054
Canada,1/10/2021 5:43:45 AM,Mobile,Contact Form,/home,Paid Search,118,68,9,419,1102,474,1203
Canada,7/9/2022 9:16:48 AM,Mobile,Download,/home,Paid Search,140,26,28,917,1326,386,428
Canada,9/19/2023 12:05:43 AM,Mobile,Download,/home,Paid Search,48,43,29,671,1478,235,407
Canada,5/30/2020 1:13:39 PM,Mobile,Download,/home,Paid Search,170,61,19,885,895,490,741
Canada,7/15/2023 4:54:32 AM,Mobile,Download,/home,Paid Search,171,68,22,361,1739,436,1245
Canada,10/23/2020 7:44:48 PM,Mobile,Purchase,/home,Paid Search,50,34,7,554,927,298,233
Canada,11/25/2021 12:08:33 PM,Mobile,Purchase,/home,Paid Search,133,42,38,124,1233,485,1043
Canada,12/18/2020 8:46:35 AM,Mobile,Sign Up,/home,Paid Search,157,23,19,941,1269,161,1349
Canada,10/18/2021 10:20:43 AM,Mobile,Sign Up,/home,Paid Search,103,35,11,882,1696,332,499
Canada,4/18/2022 9:36:18 PM,Mobile,Sign Up,/home,Paid Search,159,37,37,813,1997,490,1003
Canada,3/25/2023 2:10:35 PM,Mobile,Subscribe,/home,Paid Search,91,33,10,218,745,144,699
India,3/30/2022 9:44:28 PM,Mobile,Download,/home,Paid Search,102,56,43,341,1892,6,272
India,10/22/2023 12:21:41 AM,Mobile,Purchase,/home,Paid Search,117,39,49,237,474,202,1386
India,6/4/2023 1:33:30 PM,Mobile,Purchase,/home,Paid Search,65,40,32,814,1320,390,1197
India,11/29/2020 5:14:01 AM,Mobile,Purchase,/home,Paid Search,60,59,37,714,769,16,1421
India,6/23/2022 8:16:11 AM,Mobile,Sign Up,/home,Paid Search,115,59,37,628,568,165,1026
India,3/12/2022 2:24:08 AM,Mobile,Sign Up,/home,Paid Search,74,68,49,189,1242,203,680
India,6/29/2022 7:51:20 AM,Mobile,Subscribe,/home,Paid Search,153,20,1,428,897,278,317
India,1/6/2021 8:14:31 AM,Mobile,Subscribe,/home,Paid Search,161,22,32,621,868,83,395
India,1/27/2020 10:13:03 PM,Mobile,Subscribe,/home,Paid Search,150,67,10,797,1269,372,319
UK,8/5/2022 12:16:41 PM,Mobile,Contact Form,/home,Paid Search,31,30,36,521,305,499,92
UK,8/9/2020 10:37:44 PM,Mobile,Contact Form,/home,Paid Search,65,53,38,794,1675,487,858
UK,4/30/2020 7:30:24 AM,Mobile,Download,/home,Paid Search,132,27,47,890,1296,494,1479
